# FACILITY: LCO
# DATE-OBS: 2023-09-12
wavelength flux
5.063366190117872975e+03 1.352156874999999878e-14
5.065089039377968220e+03 1.386793999999999870e-14
5.066811888638063465e+03 1.368068124999999866e-14
5.068534737898158710e+03 1.361377874999999955e-14
5.070257587158253955e+03 1.381741499999999972e-14
5.071980436418349200e+03 1.373197499999999966e-14
5.073703285678444445e+03 1.351419624999999927e-14
5.075426134938539690e+03 1.353928749999999883e-14
5.077148984198635844e+03 1.361900374999999915e-14
5.078871833458731089e+03 1.362426249999999899e-14
5.080594682718826334e+03 1.374168624999999935e-14
5.082317531978921579e+03 1.388139874999999895e-14
5.084040381239016824e+03 1.378893874999999902e-14
5.085763230499112069e+03 1.363516874999999968e-14
5.087486079759207314e+03 1.361656249999999849e-14
5.089208929019302559e+03 1.360549374999999866e-14
5.090931778279397804e+03 1.351865499999999957e-14
5.092654627539493049e+03 1.336106624999999988e-14
5.094377476799588294e+03 1.327134875000000001e-14
5.096100326059683539e+03 1.338954374999999877e-14
5.097823175319779693e+03 1.349225749999999854e-14
5.099546024579874938e+03 1.345275749999999937e-14
5.101268873839970183e+03 1.348909249999999881e-14
5.102991723100065428e+03 1.361049875000000001e-14
5.104714572360160673e+03 1.366961749999999951e-14
5.106437421620255918e+03 1.371936624999999941e-14
5.108160270880351163e+03 1.381434874999999957e-14
5.109883120140446408e+03 1.381251249999999885e-14
5.111605969400541653e+03 1.370532874999999923e-14
5.113328818660636898e+03 1.366341374999999941e-14
5.115051667920732143e+03 1.379653749999999882e-14
5.116774517180827388e+03 1.411895749999999904e-14
5.118497366440922633e+03 1.431206624999999975e-14
5.120220215701017878e+03 1.420111374999999867e-14
5.121943064961113123e+03 1.405169499999999847e-14
5.123665914221208368e+03 1.398220999999999888e-14
5.125388763481303613e+03 1.396979749999999959e-14
5.127111612741398858e+03 1.391269249999999883e-14
5.128834462001494103e+03 1.376401249999999974e-14
5.130557311261589348e+03 1.380793624999999919e-14
5.132280160521684593e+03 1.403569999999999889e-14
5.134003009781780747e+03 1.400763874999999920e-14
5.135725859041875992e+03 1.386709874999999870e-14
5.137448708301971237e+03 1.397758999999999921e-14
5.139171557562066482e+03 1.423114749999999820e-14
5.140894406822161727e+03 1.443427749999999802e-14
5.142617256082256972e+03 1.440867874999999832e-14
5.144340105342352217e+03 1.423697250000000023e-14
5.146062954602447462e+03 1.420281249999999890e-14
5.147785803862542707e+03 1.426534874999999842e-14
5.149508653122637952e+03 1.429231125000000028e-14
5.151231502382733197e+03 1.422525124999999797e-14
5.152954351642828442e+03 1.410121249999999898e-14
5.154677200902924596e+03 1.407890624999999973e-14
5.156400050163019841e+03 1.416764875000000000e-14
5.158122899423115086e+03 1.429209624999999797e-14
5.159845748683210331e+03 1.440021624999999784e-14
5.161568597943305576e+03 1.446667875000000045e-14
5.163291447203400821e+03 1.451886500000000010e-14
5.165014296463496066e+03 1.458567749999999965e-14
5.166737145723591311e+03 1.468631374999999795e-14
5.168459994983686556e+03 1.477691249999999850e-14
5.170182844243781801e+03 1.480366624999999851e-14
5.171905693503877046e+03 1.476912374999999821e-14
5.173628542763972291e+03 1.467027374999999858e-14
5.175351392024067536e+03 1.447990374999999861e-14
5.177074241284162781e+03 1.433050374999999977e-14
5.178797090544258026e+03 1.439327499999999957e-14
5.180519939804353271e+03 1.456560374999999919e-14
5.182242789064448516e+03 1.471879749999999815e-14
5.183965638324543761e+03 1.483647874999999790e-14
5.185688487584639006e+03 1.486361874999999936e-14
5.187411336844734251e+03 1.472824624999999935e-14
5.189134186104829496e+03 1.460099124999999882e-14
5.190857035364925650e+03 1.465340249999999899e-14
5.192579884625020895e+03 1.473773000000000055e-14
5.194302733885116140e+03 1.473985374999999842e-14
5.196025583145211385e+03 1.466505000000000033e-14
5.197748432405306630e+03 1.456495624999999902e-14
5.199471281665401875e+03 1.451217999999999830e-14
5.201194130925497120e+03 1.445673874999999777e-14
5.202916980185592365e+03 1.440968124999999769e-14
5.204639829445687610e+03 1.463089000000000058e-14
5.206362678705782855e+03 1.497384124999999935e-14
5.208085527965878100e+03 1.494526124999999840e-14
5.209808377225973345e+03 1.472632999999999883e-14
5.211531226486069500e+03 1.464813124999999982e-14
5.213254075746164744e+03 1.456874250000000049e-14
5.214976925006259989e+03 1.445753750000000069e-14
5.216699774266355234e+03 1.454297374999999985e-14
5.218422623526450479e+03 1.471640374999999841e-14
5.220145472786545724e+03 1.472215749999999906e-14
5.221868322046640969e+03 1.471551874999999997e-14
5.223591171306736214e+03 1.480706500000000033e-14
5.225314020566831459e+03 1.472012375000000076e-14
5.227036869826926704e+03 1.454490249999999811e-14
5.228759719087021949e+03 1.471076000000000004e-14
5.230482568347117194e+03 1.495036249999999977e-14
5.232205417607212439e+03 1.488690749999999843e-14
5.233928266867307684e+03 1.481145749999999836e-14
5.235651116127402929e+03 1.490850124999999975e-14
5.237373965387498174e+03 1.504520375000000012e-14
5.239096814647593419e+03 1.513726124999999836e-14
5.240819663907688664e+03 1.513727874999999837e-14
5.242542513167783909e+03 1.509905624999999797e-14
5.244265362427879154e+03 1.504984999999999822e-14
5.245988211687974399e+03 1.483064625000000038e-14
5.247711060948070553e+03 1.458558624999999872e-14
5.249433910208165798e+03 1.473570749999999866e-14
5.251156759468261043e+03 1.504282124999999993e-14
5.252879608728356288e+03 1.510950999999999809e-14
5.254602457988451533e+03 1.501481125000000049e-14
5.256325307248546778e+03 1.488972374999999784e-14
5.258048156508642023e+03 1.483749499999999952e-14
5.259771005768737268e+03 1.482679249999999844e-14
5.261493855028832513e+03 1.475944999999999965e-14
5.263216704288927758e+03 1.488960749999999826e-14
5.264939553549023003e+03 1.532525874999999950e-14
5.266662402809118248e+03 1.557533874999999981e-14
5.268385252069214403e+03 1.545144499999999839e-14
5.270108101329309648e+03 1.514217625000000014e-14
5.271830950589404893e+03 1.489633874999999962e-14
5.273553799849500137e+03 1.490274875000000045e-14
5.275276649109595382e+03 1.493272750000000043e-14
5.276999498369690627e+03 1.486878749999999805e-14
5.278722347629785872e+03 1.492036125000000070e-14
5.280445196889881117e+03 1.507557249999999930e-14
5.282168046149976362e+03 1.519002374999999998e-14
5.283890895410071607e+03 1.529625500000000069e-14
5.285613744670166852e+03 1.540467624999999839e-14
5.287336593930262097e+03 1.534936624999999789e-14
5.289059443190357342e+03 1.508461000000000038e-14
5.290782292450452587e+03 1.470511749999999987e-14
5.292505141710547832e+03 1.452249124999999883e-14
5.294227990970643077e+03 1.478831250000000023e-14
5.295950840230738322e+03 1.509643624999999952e-14
5.297673689490833567e+03 1.515930624999999890e-14
5.299396538750928812e+03 1.510584125000000070e-14
5.301119388011024057e+03 1.512316249999999817e-14
5.302842237271119302e+03 1.538607750000000058e-14
5.304565086531215456e+03 1.555256000000000043e-14
5.306287935791310701e+03 1.537739249999999914e-14
5.308010785051405946e+03 1.534644249999999891e-14
5.309733634311501191e+03 1.554539124999999894e-14
5.311456483571596436e+03 1.554641875000000012e-14
5.313179332831691681e+03 1.544700875000000035e-14
5.314902182091786926e+03 1.549001374999999797e-14
5.316625031351882171e+03 1.548675625000000070e-14
5.318347880611977416e+03 1.535306374999999799e-14
5.320070729872072661e+03 1.531266875000000061e-14
5.321793579132167906e+03 1.541825374999999935e-14
5.323516428392263151e+03 1.558673999999999973e-14
5.325239277652359306e+03 1.567278374999999996e-14
5.326962126912454551e+03 1.557745749999999858e-14
5.328684976172549796e+03 1.538127374999999929e-14
5.330407825432645041e+03 1.521623749999999939e-14
5.332130674692740286e+03 1.523676874999999952e-14
5.333853523952835531e+03 1.532223000000000049e-14
5.335576373212930775e+03 1.528081374999999923e-14
5.337299222473026020e+03 1.528070624999999965e-14
5.339022071733121265e+03 1.537855624999999946e-14
5.340744920993216510e+03 1.528775874999999840e-14
5.342467770253311755e+03 1.508004874999999960e-14
5.344190619513407000e+03 1.505933750000000033e-14
5.345913468773502245e+03 1.521063624999999968e-14
5.347636318033597490e+03 1.539249500000000006e-14
5.349359167293692735e+03 1.535896249999999778e-14
5.351082016553787980e+03 1.514773249999999848e-14
5.352804865813883225e+03 1.515283874999999896e-14
5.354527715073978470e+03 1.526265750000000064e-14
5.356250564334073715e+03 1.519534749999999916e-14
5.357973413594168960e+03 1.506795624999999950e-14
5.359696262854264205e+03 1.502069749999999937e-14
5.361419112114359450e+03 1.509986249999999954e-14
5.363141961374454695e+03 1.525838624999999814e-14
5.364864810634550849e+03 1.538106500000000058e-14
5.366587659894646094e+03 1.545725624999999815e-14
5.368310509154741339e+03 1.550113499999999782e-14
5.370033358414836584e+03 1.549266625000000004e-14
5.371756207674931829e+03 1.542593999999999917e-14
5.373479056935027074e+03 1.530276625000000064e-14
5.375201906195122319e+03 1.530614000000000065e-14
5.376924755455217564e+03 1.560810624999999783e-14
5.378647604715313719e+03 1.588775499999999936e-14
5.380370453975408964e+03 1.588203999999999962e-14
5.382093303235504209e+03 1.564377749999999844e-14
5.383816152495599454e+03 1.537357749999999811e-14
5.385539001755694699e+03 1.534366500000000041e-14
5.387261851015789944e+03 1.548053749999999857e-14
5.388984700275885189e+03 1.560906124999999944e-14
5.390707549535980434e+03 1.564184124999999837e-14
5.392430398796075679e+03 1.557616499999999778e-14
5.394153248056170924e+03 1.551792750000000055e-14
5.395876097316266168e+03 1.548021374999999849e-14
5.397598946576361413e+03 1.543845999999999804e-14
5.399321795836456658e+03 1.546996875000000023e-14
5.401044645096551903e+03 1.559006500000000063e-14
5.402767494356647148e+03 1.564866874999999976e-14
5.404490343616742393e+03 1.562545250000000026e-14
5.406213192876837638e+03 1.561192749999999931e-14
5.407936042136932883e+03 1.556238249999999902e-14
5.409658891397028128e+03 1.545259374999999825e-14
5.411381740657123373e+03 1.553256499999999999e-14
5.413104589917218618e+03 1.571456124999999771e-14
5.414827439177313863e+03 1.541101624999999920e-14
5.416550288437409108e+03 1.502530374999999836e-14
5.418273137697504353e+03 1.527651874999999942e-14
5.419995986957599598e+03 1.555853750000000024e-14
5.421718836217695753e+03 1.539537124999999813e-14
5.423441685477790998e+03 1.521133249999999896e-14
5.425164534737886243e+03 1.521627625000000030e-14
5.426887383997981487e+03 1.539290625000000017e-14
5.428610233258076732e+03 1.563615499999999819e-14
5.430333082518171977e+03 1.581011249999999959e-14
5.432055931778267222e+03 1.584099124999999846e-14
5.433778781038362467e+03 1.573505375000000008e-14
5.435501630298458622e+03 1.559645124999999784e-14
5.437224479558553867e+03 1.546932624999999915e-14
5.438947328818649112e+03 1.536255249999999829e-14
5.440670178078744357e+03 1.535602624999999789e-14
5.442393027338839602e+03 1.543424499999999961e-14
5.444115876598934847e+03 1.534796249999999977e-14
5.445838725859030092e+03 1.507147749999999819e-14
5.447561575119125337e+03 1.479153500000000065e-14
5.449284424379220582e+03 1.468718124999999954e-14
5.451007273639315827e+03 1.485609124999999778e-14
5.452730122899411072e+03 1.514035874999999920e-14
5.454452972159506317e+03 1.537523374999999811e-14
5.456175821419601562e+03 1.546251250000000002e-14
5.457898670679696806e+03 1.542455374999999789e-14
5.459621519939792051e+03 1.535780750000000062e-14
5.461344369199887296e+03 1.527723125000000052e-14
5.463067218459982541e+03 1.522813624999999809e-14
5.464790067720077786e+03 1.538881124999999907e-14
5.466512916980173031e+03 1.564991624999999920e-14
5.468235766240268276e+03 1.566477499999999825e-14
5.469958615500363521e+03 1.557004624999999973e-14
5.471681464760458766e+03 1.560757249999999769e-14
5.473404314020554011e+03 1.572684999999999877e-14
5.475127163280649256e+03 1.580722874999999972e-14
5.476850012540744501e+03 1.567271749999999768e-14
5.478572861800840656e+03 1.548041375000000034e-14
5.480295711060935901e+03 1.552812125000000014e-14
5.482018560321031146e+03 1.571162374999999962e-14
5.483741409581126391e+03 1.584619249999999761e-14
5.485464258841221636e+03 1.578633624999999994e-14
5.487187108101316880e+03 1.561728500000000031e-14
5.488909957361412125e+03 1.562874624999999889e-14
5.490632806621507370e+03 1.576783999999999946e-14
5.492355655881603525e+03 1.587075374999999793e-14
5.494078505141698770e+03 1.586354249999999778e-14
5.495801354401794015e+03 1.580953624999999764e-14
5.497524203661889260e+03 1.597806624999999803e-14
5.499247052921984505e+03 1.623657374999999881e-14
5.500969902182079750e+03 1.625657624999999790e-14
5.502692751442174995e+03 1.607949874999999970e-14
5.504415600702270240e+03 1.587024749999999914e-14
5.506138449962365485e+03 1.587106999999999936e-14
5.507861299222460730e+03 1.604681124999999990e-14
5.509584148482555975e+03 1.608662999999999847e-14
5.511306997742651220e+03 1.600661250000000032e-14
5.513029847002746465e+03 1.593448125000000070e-14
5.514752696262841710e+03 1.588880875000000054e-14
5.516475545522936955e+03 1.587965124999999897e-14
5.518198394783032199e+03 1.592084875000000017e-14
5.519921244043127444e+03 1.595147249999999762e-14
5.521644093303222689e+03 1.588794749999999941e-14
5.523366942563317934e+03 1.580717749999999790e-14
5.525089791823413179e+03 1.579267499999999940e-14
5.526812641083508424e+03 1.583903124999999793e-14
5.528535490343603669e+03 1.588737249999999880e-14
5.530258339603698914e+03 1.583392999999999971e-14
5.531981188863794159e+03 1.583565874999999928e-14
5.533704038123889404e+03 1.604983250000000026e-14
5.535426887383985559e+03 1.614732624999999952e-14
5.537149736644080804e+03 1.598385999999999779e-14
5.538872585904176049e+03 1.585165624999999999e-14
5.540595435164271294e+03 1.584716749999999877e-14
5.542318284424366539e+03 1.592572624999999923e-14
5.544041133684461784e+03 1.597573124999999875e-14
5.545763982944557029e+03 1.595692749999999999e-14
5.547486832204652274e+03 1.613882874999999903e-14
5.549209681464748428e+03 1.639578999999999894e-14
5.550932530724843673e+03 1.618390374999999947e-14
5.552655379984938918e+03 1.583510999999999868e-14
5.554378229245034163e+03 1.587334999999999908e-14
5.556101078505129408e+03 1.594562000000000055e-14
5.557823927765224653e+03 1.584182624999999959e-14
5.559546777025319898e+03 1.585075624999999794e-14
5.561269626285415143e+03 1.597798249999999891e-14
5.562992475545510388e+03 1.605431499999999787e-14
5.564715324805605633e+03 1.605623000000000019e-14
5.566438174065700878e+03 1.600284999999999931e-14
5.568161023325796123e+03 1.591152375000000036e-14
5.569883872585891368e+03 1.586035750000000008e-14
5.571606721845986613e+03 1.597751874999999878e-14
5.573329571106081858e+03 1.614368874999999809e-14
5.575052420366177103e+03 1.618135000000000014e-14
5.576775269626272348e+03 1.617488250000000020e-14
5.578498118886367592e+03 1.619822124999999973e-14
5.580220968146462837e+03 1.621762125000000001e-14
5.581943817406558082e+03 1.625440124999999821e-14
5.583666666666653327e+03 1.635404624999999985e-14
5.585389515926748572e+03 1.645881499999999882e-14
5.587112365186843817e+03 1.651577375000000066e-14
5.588835214446939062e+03 1.658823249999999813e-14
5.590558063707034307e+03 1.664315499999999897e-14
5.592280912967130462e+03 1.653815374999999769e-14
5.594003762227225707e+03 1.629466999999999781e-14
5.595726611487320952e+03 1.602535749999999862e-14
5.597449460747416197e+03 1.591409374999999835e-14
5.599172310007511442e+03 1.601431249999999924e-14
5.600895159267606687e+03 1.612127749999999880e-14
5.602618008527701932e+03 1.611715499999999950e-14
5.604340857787797177e+03 1.598203125000000045e-14
5.606063707047893331e+03 1.589326749999999769e-14
5.607786556307988576e+03 1.598718124999999778e-14
5.609509405568083821e+03 1.607350749999999764e-14
5.611232254828179066e+03 1.607826499999999937e-14
5.612955104088274311e+03 1.611036750000000037e-14
5.614677953348369556e+03 1.614685999999999985e-14
5.616400802608464801e+03 1.613505375000000027e-14
5.618123651868560046e+03 1.617485499999999884e-14
5.619846501128655291e+03 1.631208999999999800e-14
5.621569350388750536e+03 1.645147249999999864e-14
5.623292199648845781e+03 1.647860375000000010e-14
5.625015048908941026e+03 1.630083124999999766e-14
5.626737898169036271e+03 1.615130874999999879e-14
5.628460747429131516e+03 1.622605125000000003e-14
5.630183596689226761e+03 1.626193374999999889e-14
5.631906445949322006e+03 1.618161999999999886e-14
5.633629295209417251e+03 1.619831250000000066e-14
5.635352144469512496e+03 1.625845999999999795e-14
5.637074993729607741e+03 1.621852624999999800e-14
5.638797842989702986e+03 1.612262999999999827e-14
5.640520692249798230e+03 1.603910500000000052e-14
5.642243541509893475e+03 1.602002499999999943e-14
5.643966390769988720e+03 1.602647999999999847e-14
5.645689240030083965e+03 1.596120374999999844e-14
5.647412089290179210e+03 1.593202624999999778e-14
5.649134938550275365e+03 1.604916624999999873e-14
5.650857787810370610e+03 1.622708749999999805e-14
5.652580637070465855e+03 1.637359500000000017e-14
5.654303486330561100e+03 1.642707874999999972e-14
5.656026335590656345e+03 1.634652124999999782e-14
5.657749184850751590e+03 1.613711250000000037e-14
5.659472034110846835e+03 1.592812125000000033e-14
5.661194883370942080e+03 1.583570749999999839e-14
5.662917732631038234e+03 1.589909249999999971e-14
5.664640581891133479e+03 1.600900999999999781e-14
5.666363431151228724e+03 1.596445874999999932e-14
5.668086280411323969e+03 1.579381374999999790e-14
5.669809129671419214e+03 1.561503375000000015e-14
5.671531978931514459e+03 1.554744749999999950e-14
5.673254828191609704e+03 1.565048374999999800e-14
5.674977677451704949e+03 1.590313124999999990e-14
5.676700526711800194e+03 1.606449749999999791e-14
5.678423375971895439e+03 1.588369874999999916e-14
5.680146225231990684e+03 1.570239749999999938e-14
5.681869074492085929e+03 1.577245749999999800e-14
5.683591923752181174e+03 1.585846874999999777e-14
5.685314773012276419e+03 1.588057125000000057e-14
5.687037622272371664e+03 1.590301500000000032e-14
5.688760471532466909e+03 1.595659250000000035e-14
5.690483320792562154e+03 1.604014249999999990e-14
5.692206170052657399e+03 1.604701999999999860e-14
5.693929019312752644e+03 1.596809999999999850e-14
5.695651868572847889e+03 1.594441999999999887e-14
5.697374717832943134e+03 1.600032749999999908e-14
5.699097567093038379e+03 1.608821874999999800e-14
5.700820416353133623e+03 1.616985250000000019e-14
5.702543265613228868e+03 1.617576249999999953e-14
5.704266114873324113e+03 1.593440624999999842e-14
5.705988964133420268e+03 1.566360874999999838e-14
5.707711813393515513e+03 1.586287874999999896e-14
5.709434662653610758e+03 1.622179624999999933e-14
5.711157511913706003e+03 1.629536874999999980e-14
5.712880361173801248e+03 1.625223249999999898e-14
5.714603210433896493e+03 1.621078749999999816e-14
5.716326059693991738e+03 1.609780624999999788e-14
5.718048908954086983e+03 1.606867624999999814e-14
5.719771758214182228e+03 1.631585499999999856e-14
5.721494607474278382e+03 1.650880249999999833e-14
5.723217456734373627e+03 1.641601249999999944e-14
5.724940305994468872e+03 1.631710374999999935e-14
5.726663155254564117e+03 1.633029124999999795e-14
5.728386004514659362e+03 1.639760374999999898e-14
5.730108853774754607e+03 1.641906999999999801e-14
5.731831703034849852e+03 1.633408749999999762e-14
5.733554552294945097e+03 1.634852249999999881e-14
5.735277401555040342e+03 1.647968749999999904e-14
5.737000250815135587e+03 1.640415374999999985e-14
5.738723100075230832e+03 1.621977375000000059e-14
5.740445949335326077e+03 1.621499624999999930e-14
5.742168798595421322e+03 1.623348499999999798e-14
5.743891647855516567e+03 1.615268249999999916e-14
5.745614497115611812e+03 1.618951874999999828e-14
5.747337346375707057e+03 1.634166374999999831e-14
5.749060195635802302e+03 1.639577124999999759e-14
5.750783044895897547e+03 1.645373375000000015e-14
5.752505894155992792e+03 1.663790499999999755e-14
5.754228743416088037e+03 1.665659624999999764e-14
5.755951592676183282e+03 1.644968249999999906e-14
5.757674441936278527e+03 1.639621374999999996e-14
5.759397291196373772e+03 1.649015624999999961e-14
5.761120140456469016e+03 1.651252749999999979e-14
5.762842989716565171e+03 1.643708499999999837e-14
5.764565838976660416e+03 1.630365625000000023e-14
5.766288688236755661e+03 1.620704874999999760e-14
5.768011537496850906e+03 1.617975500000000016e-14
5.769734386756946151e+03 1.618295624999999967e-14
5.771457236017041396e+03 1.608667124999999893e-14
5.773180085277136641e+03 1.581255874999999935e-14
5.774902934537231886e+03 1.565668749999999967e-14
5.776625783797327131e+03 1.571265499999999854e-14
5.778348633057423285e+03 1.564469374999999914e-14
5.780071482317518530e+03 1.552920874999999999e-14
5.781794331577613775e+03 1.564673749999999879e-14
5.783517180837709020e+03 1.579541249999999878e-14
5.785240030097804265e+03 1.580996750000000046e-14
5.786962879357899510e+03 1.594647874999999897e-14
5.788685728617994755e+03 1.619521624999999802e-14
5.790408577878090000e+03 1.627181874999999885e-14
5.792131427138185245e+03 1.614352124999999985e-14
5.793854276398280490e+03 1.592737874999999833e-14
5.795577125658375735e+03 1.594392374999999828e-14
5.797299974918470980e+03 1.627378124999999893e-14
5.799022824178566225e+03 1.654706624999999919e-14
5.800745673438661470e+03 1.662458249999999802e-14
5.802468522698756715e+03 1.655096124999999844e-14
5.804191371958851960e+03 1.649304749999999814e-14
5.805914221218947205e+03 1.657113250000000027e-14
5.807637070479042450e+03 1.667230375000000007e-14
5.809359919739137695e+03 1.669745499999999830e-14
5.811082768999232940e+03 1.659634375000000031e-14
5.812805618259328185e+03 1.647167624999999778e-14
5.814528467519423430e+03 1.646504750000000005e-14
5.816251316779518675e+03 1.660889249999999874e-14
5.817974166039613920e+03 1.681441624999999830e-14
5.819697015299710074e+03 1.681920875000000004e-14
5.821419864559805319e+03 1.668438874999999838e-14
5.823142713819900564e+03 1.666241625000000056e-14
5.824865563079995809e+03 1.664612124999999977e-14
5.826588412340091054e+03 1.652050374999999788e-14
5.828311261600186299e+03 1.641909999999999892e-14
5.830034110860281544e+03 1.639223874999999934e-14
5.831756960120376789e+03 1.638047624999999977e-14
5.833479809380472034e+03 1.639018624999999969e-14
5.835202658640568188e+03 1.644153749999999821e-14
5.836925507900663433e+03 1.651711874999999832e-14
5.838648357160758678e+03 1.657430999999999933e-14
5.840371206420853923e+03 1.653428249999999890e-14
5.842094055680949168e+03 1.643750499999999848e-14
5.843816904941044413e+03 1.639639874999999821e-14
5.845539754201139658e+03 1.636975374999999913e-14
5.847262603461234903e+03 1.632187749999999974e-14
5.848985452721330148e+03 1.636317999999999781e-14
5.850708301981425393e+03 1.651342124999999823e-14
5.852431151241520638e+03 1.667515999999999859e-14
5.854154000501615883e+03 1.680600250000000009e-14
5.855876849761711128e+03 1.687503374999999933e-14
5.857599699021806373e+03 1.669849624999999858e-14
5.859322548281901618e+03 1.635682250000000015e-14
5.861045397541996863e+03 1.646536624999999788e-14
5.862768246802092108e+03 1.688685999999999846e-14
5.864491096062187353e+03 1.699197999999999888e-14
5.866213945322282598e+03 1.685711124999999810e-14
5.867936794582377843e+03 1.671782999999999974e-14
5.869659643842473088e+03 1.667325124999999988e-14
5.871382493102568333e+03 1.664955124999999754e-14
5.873105342362663578e+03 1.637334499999999785e-14
5.874828191622758823e+03 1.603598874999999833e-14
5.876551040882854977e+03 1.595813374999999896e-14
5.878273890142950222e+03 1.603935000000000059e-14
5.879996739403045467e+03 1.606160874999999893e-14
5.881719588663140712e+03 1.572615874999999858e-14
5.883442437923235957e+03 1.518772999999999801e-14
5.885165287183331202e+03 1.489930874999999817e-14
5.886888136443426447e+03 1.483569499999999859e-14
5.888610985703521692e+03 1.478637999999999790e-14
5.890333834963616937e+03 1.438241249999999890e-14
5.892056684223713091e+03 1.380021999999999846e-14
5.893779533483808336e+03 1.388966999999999916e-14
5.895502382743903581e+03 1.436440249999999764e-14
5.897225232003998826e+03 1.453530124999999913e-14
5.898948081264094071e+03 1.461301374999999891e-14
5.900670930524189316e+03 1.483419624999999863e-14
5.902393779784284561e+03 1.516297000000000034e-14
5.904116629044379806e+03 1.550597124999999958e-14
5.905839478304475051e+03 1.573103000000000035e-14
5.907562327564570296e+03 1.579360625000000055e-14
5.909285176824665541e+03 1.572303874999999864e-14
5.911008026084760786e+03 1.565358624999999793e-14
5.912730875344856031e+03 1.567306749999999778e-14
5.914453724604951276e+03 1.578228249999999930e-14
5.916176573865046521e+03 1.589190124999999912e-14
5.917899423125141766e+03 1.589022749999999912e-14
5.919622272385237011e+03 1.576621624999999992e-14
5.921345121645332256e+03 1.560256874999999769e-14
5.923067970905427501e+03 1.563188250000000064e-14
5.924790820165522746e+03 1.578161749999999912e-14
5.926513669425617991e+03 1.575249374999999983e-14
5.928236518685713236e+03 1.562441249999999817e-14
5.929959367945808481e+03 1.553837375000000020e-14
5.931682217205903726e+03 1.536664749999999940e-14
5.933405066465999880e+03 1.519585499999999930e-14
5.935127915726095125e+03 1.541680624999999806e-14
5.936850764986190370e+03 1.575702875000000060e-14
5.938573614246285615e+03 1.571499500000000008e-14
5.940296463506380860e+03 1.542344999999999940e-14
5.942019312766476105e+03 1.515974874999999812e-14
5.943742162026571350e+03 1.522902624999999878e-14
5.945465011286666595e+03 1.550440000000000005e-14
5.947187860546761840e+03 1.552541374999999851e-14
5.948910709806857994e+03 1.549190374999999848e-14
5.950633559066953239e+03 1.568248874999999762e-14
5.952356408327048484e+03 1.583020125000000051e-14
5.954079257587143729e+03 1.586225875000000014e-14
5.955802106847238974e+03 1.604774249999999790e-14
5.957524956107334219e+03 1.629806999999999782e-14
5.959247805367429464e+03 1.637673875000000057e-14
5.960970654627524709e+03 1.627768125000000043e-14
5.962693503887619954e+03 1.608328499999999802e-14
5.964416353147715199e+03 1.596161499999999855e-14
5.966139202407810444e+03 1.592010624999999817e-14
5.967862051667905689e+03 1.582289249999999899e-14
5.969584900928000934e+03 1.582357374999999782e-14
5.971307750188096179e+03 1.604308749999999980e-14
5.973030599448191424e+03 1.610508999999999759e-14
5.974753448708286669e+03 1.593747124999999880e-14
5.976476297968381914e+03 1.598038749999999821e-14
5.978199147228477159e+03 1.621278624999999960e-14
5.979921996488572404e+03 1.636969124999999776e-14
5.981644845748667649e+03 1.622986000000000060e-14
5.983367695008762894e+03 1.581609124999999760e-14
5.985090544268858139e+03 1.570289624999999952e-14
5.986813393528953384e+03 1.592135124999999805e-14
5.988536242789048629e+03 1.599857749999999861e-14
5.990259092049144783e+03 1.595897124999999964e-14
5.991981941309240028e+03 1.596285999999999843e-14
5.993704790569335273e+03 1.601026124999999815e-14
5.995427639829430518e+03 1.608057874999999774e-14
5.997150489089525763e+03 1.614168999999999980e-14
5.998873338349621008e+03 1.614370624999999809e-14
6.000596187609716253e+03 1.605085249999999964e-14
6.002319036869811498e+03 1.595060249999999964e-14
6.004041886129906743e+03 1.591910124999999925e-14
6.005764735390002897e+03 1.593964999999999939e-14
6.007487584650098142e+03 1.594597250000000019e-14
6.009210433910193387e+03 1.584602124999999846e-14
6.010933283170288632e+03 1.574093749999999941e-14
6.012656132430383877e+03 1.577445499999999809e-14
6.014378981690479122e+03 1.598020624999999771e-14
6.016101830950574367e+03 1.627937999999999909e-14
6.017824680210669612e+03 1.646710375000000060e-14
6.019547529470764857e+03 1.643100249999999853e-14
6.021270378730860102e+03 1.617328249999999796e-14
6.022993227990955347e+03 1.603931999999999968e-14
6.024716077251050592e+03 1.622802124999999876e-14
6.026438926511145837e+03 1.636387625000000025e-14
6.028161775771241082e+03 1.630676999999999972e-14
6.029884625031336327e+03 1.619231624999999949e-14
6.031607474291431572e+03 1.612151124999999932e-14
6.033330323551526817e+03 1.616053625000000038e-14
6.035053172811622062e+03 1.627679500000000065e-14
6.036776022071717307e+03 1.637749249999999897e-14
6.038498871331812552e+03 1.630246999999999766e-14
6.040221720591907797e+03 1.618517999999999847e-14
6.041944569852003042e+03 1.628590125000000040e-14
6.043667419112098287e+03 1.637648500000000050e-14
6.045390268372193532e+03 1.627952749999999778e-14
6.047113117632289686e+03 1.628406624999999945e-14
6.048835966892384931e+03 1.640309499999999956e-14
6.050558816152480176e+03 1.635702749999999795e-14
6.052281665412575421e+03 1.630831374999999788e-14
6.054004514672670666e+03 1.648625749999999946e-14
6.055727363932765911e+03 1.668330624999999763e-14
6.057450213192861156e+03 1.672388375000000002e-14
6.059173062452956401e+03 1.657943624999999936e-14
6.060895911713051646e+03 1.646053624999999973e-14
6.062618760973147801e+03 1.665590999999999971e-14
