2457955.77019 16.349 0.007 5.06 464.0
2457955.81272 16.347 0.007 4.74 525.0
2457956.52535 16.341 0.008 4.90 592.0
2457956.58136 16.337 0.007 4.42 497.0
2457956.64854 16.331 0.007 4.02 434.0
2457956.69853 16.340 0.007 4.47 473.0
2457956.74728 16.348 0.008 5.08 496.0
2457956.79863 16.340 0.008 5.71 520.0
2457957.65624 16.339 0.008 5.52 504.0
2457957.70675 16.330 0.008 5.85 498.0
2457957.78583 16.347 0.009 6.77 510.0
2457958.60132 16.367 0.010 6.70 533.0
2457958.63509 16.355 0.009 6.48 490.0
2457958.67725 16.357 0.009 6.70 496.0
2457958.73072 16.353 0.009 6.46 489.0
2457958.77740 16.356 0.009 6.31 505.0
2457959.47736 16.341 0.007 5.19 562.0
2457959.51369 16.333 0.007 5.35 517.0
2457959.56206 16.342 0.007 4.70 492.0
2457959.61276 16.337 0.007 4.58 462.0
2457959.66272 16.331 0.006 4.02 421.0
2457959.71231 16.352 0.007 5.03 447.0
2457959.76342 16.363 0.008 6.01 474.0
2457959.79987 16.354 0.009 6.51 513.0
2457960.50154 16.337 0.008 5.75 523.0
2457960.55052 16.344 0.007 4.99 463.0
2457960.61841 16.354 0.007 5.53 531.0
2457960.66951 16.337 0.007 4.96 416.0
2457960.71992 16.352 0.008 5.93 461.0
2457960.77980 16.343 0.008 5.56 479.0
2457960.80147 16.359 0.009 6.64 488.0
2457961.56953 16.349 0.007 5.29 580.0
2457961.61197 16.375 0.006 4.95 552.0
2457961.64727 16.342 0.007 4.78 511.0
2457961.70612 16.353 0.006 4.85 577.0
2457961.77732 16.351 0.008 6.34 701.0
2457962.50936 16.347 0.007 4.72 524.0
2457962.55951 16.330 0.006 3.88 503.0
2457962.76035 16.346 0.007 5.69 610.0
2457963.71889 16.346 0.007 4.64 583.0
2457964.54898 16.345 0.008 5.32 603.0
2457964.59348 16.341 0.008 4.82 549.0
2457964.64295 16.338 0.008 5.18 519.0
2457964.69578 16.360 0.008 5.35 489.0
2457964.79256 16.353 0.009 6.36 687.0
2457965.65569 16.349 0.008 5.33 576.0
2457965.68630 16.342 0.007 4.16 528.0
2457966.48042 16.387 0.013 8.14 683.0
2457966.54885 16.366 0.010 6.52 590.0
2457966.57923 16.326 0.008 5.33 511.0
2457966.63071 16.364 0.009 5.85 493.0
2457966.67892 16.377 0.010 6.53 510.0
2457966.72559 16.376 0.010 7.13 526.0
2457967.59609 16.359 0.010 6.44 630.0
2457967.68045 16.346 0.011 7.16 610.0
2457967.73793 16.363 0.010 6.57 637.0
2457971.50003 16.347 0.009 5.44 958.0
2457971.53917 16.341 0.009 5.13 896.0
2457971.58058 16.363 0.009 4.98 806.0
2457971.61456 16.342 0.008 4.90 825.0
2457971.65332 16.331 0.008 4.16 822.0
2457971.69259 16.348 0.008 4.17 860.0
2457971.73130 16.348 0.010 4.36 1843.0
2457972.51217 16.376 0.012 6.92 848.0
2457972.54735 16.356 0.011 6.46 862.0
2457972.58872 16.352 0.010 6.06 781.0
2457972.63073 16.355 0.010 5.78 788.0
2457972.67701 16.348 0.009 5.28 832.0
2457972.72102 16.362 0.010 5.50 940.0
2457972.75154 16.371 0.012 6.94 1085.0
2457973.55713 16.368 0.010 6.73 789.0
2457973.61752 16.343 0.008 5.12 738.0
2457973.66520 16.342 0.009 5.27 815.0
2457973.73980 16.350 0.010 6.17 989.0
2457974.51261 16.339 0.008 5.41 682.0
2457974.56117 16.347 0.008 5.71 671.0
2457974.61252 16.335 0.009 5.68 634.0
2457974.66028 16.342 0.008 5.14 655.0
2457974.71031 16.335 0.008 4.83 716.0
2457975.47369 16.378 0.011 7.23 715.0
2457975.64106 16.372 0.010 6.41 576.0
2457979.49899 16.334 0.007 5.08 522.0
2457979.55781 16.333 0.007 4.13 500.0
2457979.60851 16.328 0.007 4.04 523.0
2457979.66903 16.327 0.006 3.63 518.0
2457980.51587 16.352 0.009 5.73 604.0
2457980.57788 16.353 0.009 6.06 627.0
2457980.62436 16.362 0.009 6.14 583.0
2457980.67212 16.358 0.010 6.53 633.0
2457981.51673 16.343 0.008 5.19 610.0
2457981.59819 16.345 0.007 4.68 525.0
2457981.64527 16.334 0.007 4.57 543.0
